data_source,route_id,origin_city,destination_city,weekly_train,desserte_type
France,FR:Line::00F2577A-6A87-42E0-95F3-07351E4BC2F6:,Bening,Sarreguemines,9,Desserte Normale
France,FR:Line::00F2577A-6A87-42E0-95F3-07351E4BC2F6:,Bening,Sarreguemines,28,Desserte Normale
France,FR:Line::00F7208C-CEBC-4521-A792-6EC3ABB65811:,Saint-Étienne,Roanne,33,Desserte Normale
France,FR:Line::00F7208C-CEBC-4521-A792-6EC3ABB65811:,Saint-Étienne,Roanne,4,Sous-desservi
France,FR:Line::00F7208C-CEBC-4521-A792-6EC3ABB65811:,Saint-Étienne,Roanne,2,Sous-desservi
France,FR:Line::00F7208C-CEBC-4521-A792-6EC3ABB65811:,Saint-Étienne,Roanne,8,Desserte Normale
France,FR:Line::00F7208C-CEBC-4521-A792-6EC3ABB65811:,Saint-Étienne,Roanne,44,Desserte Normale
France,FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,Marseille,Hyeres,7,Desserte Normale
France,FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,Marseille,Hyeres,1,Sous-desservi
France,FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,Marseille,Hyeres,47,Desserte Normale
France,FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,Marseille,Hyeres,92,Bien desservi
France,FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,Marseille,Hyeres,2,Sous-desservi
France,FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,Marseille,Hyeres,30,Desserte Normale
France,FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,Marseille,Hyeres,63,Bien desservi
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,10,Desserte Normale
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,1,Sous-desservi
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,4,Sous-desservi
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,1,Sous-desservi
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,1,Sous-desservi
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,1,Sous-desservi
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,2,Sous-desservi
France,FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,Montpellier Saint-Roch,Avignon Centre,14,Desserte Normale
France,FR:Line::02534A5F-903C-454E-A24F-E6E2E23B3CBF:,Ambérieu,Mâcon,2,Sous-desservi
France,FR:Line::02534A5F-903C-454E-A24F-E6E2E23B3CBF:,Ambérieu,Mâcon,16,Desserte Normale
France,FR:Line::02534A5F-903C-454E-A24F-E6E2E23B3CBF:,Ambérieu,Mâcon,11,Desserte Normale
France,FR:Line::02534A5F-903C-454E-A24F-E6E2E23B3CBF:,Ambérieu,Mâcon,48,Desserte Normale
France,FR:Line::0312E125-B6BC-404C-A7D1-C1600D4CACAF:,Toulouse Matabiau,Brive La Gaillarde,1,Sous-desservi
France,FR:Line::0312E125-B6BC-404C-A7D1-C1600D4CACAF:,Toulouse Matabiau,Brive La Gaillarde,9,Desserte Normale
France,FR:Line::0312E125-B6BC-404C-A7D1-C1600D4CACAF:,Toulouse Matabiau,Brive La Gaillarde,2,Sous-desservi
France,FR:Line::0312E125-B6BC-404C-A7D1-C1600D4CACAF:,Toulouse Matabiau,Brive La Gaillarde,35,Desserte Normale
France,FR:Line::0312E125-B6BC-404C-A7D1-C1600D4CACAF:,Toulouse Matabiau,Brive La Gaillarde,15,Desserte Normale
France,FR:Line::0312E125-B6BC-404C-A7D1-C1600D4CACAF:,Toulouse Matabiau,Brive La Gaillarde,27,Desserte Normale
France,FR:Line::03398D75-5B60-4588-BC05-9985E599BA20:,Ussel,Bort Les Orgues,2,Sous-desservi
France,FR:Line::03398D75-5B60-4588-BC05-9985E599BA20:,Ussel,Bort Les Orgues,17,Desserte Normale
France,FR:Line::0359c353-2f81-4c49-a269-bc287ff237e0:,Limoges,Brive,1,Sous-desservi
France,FR:Line::0359c353-2f81-4c49-a269-bc287ff237e0:,Limoges,Brive,1,Sous-desservi
France,FR:Line::0359c353-2f81-4c49-a269-bc287ff237e0:,Limoges,Brive,1,Sous-desservi
France,FR:Line::0359c353-2f81-4c49-a269-bc287ff237e0:,Limoges,Brive,1,Sous-desservi
France,FR:Line::0359c353-2f81-4c49-a269-bc287ff237e0:,Limoges,Brive,3,Sous-desservi
France,FR:Line::0359c353-2f81-4c49-a269-bc287ff237e0:,Limoges,Brive,18,Desserte Normale
France,FR:Line::03A83359-7D9D-4301-9C87-92FED4666451:,Paris,Deauville,6,Sous-desservi
France,FR:Line::03A83359-7D9D-4301-9C87-92FED4666451:,Paris,Deauville,1,Sous-desservi
France,FR:Line::03A83359-7D9D-4301-9C87-92FED4666451:,Paris,Deauville,7,Desserte Normale
France,FR:Line::03A83359-7D9D-4301-9C87-92FED4666451:,Paris,Deauville,26,Desserte Normale
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,1,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,1,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,1,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,2,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,1,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,2,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,1,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,3,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,1,Sous-desservi
France,FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,Reims,Dijon,3,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,2,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,1,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,1,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,1,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,4,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,5,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,6,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,2,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,1,Sous-desservi
France,FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,Lille,Alpes TGV,2,Sous-desservi
France,FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,Sarrebourg,Sélestat,12,Desserte Normale
France,FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,Sarrebourg,Sélestat,1,Sous-desservi
France,FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,Sarrebourg,Sélestat,2,Sous-desservi
France,FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,Sarrebourg,Sélestat,1,Sous-desservi
France,FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,Sarrebourg,Sélestat,3,Sous-desservi
France,FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,Sarrebourg,Sélestat,41,Desserte Normale
France,FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,Sarrebourg,Sélestat,88,Bien desservi
France,FR:Line::0452A577-8D48-4B21-936A-8A975381A1DA:,Valence,Marseille,2,Sous-desservi
France,FR:Line::0452A577-8D48-4B21-936A-8A975381A1DA:,Valence,Marseille,2,Sous-desservi
France,FR:Line::0452A577-8D48-4B21-936A-8A975381A1DA:,Valence,Marseille,6,Sous-desservi
France,FR:Line::05262D94-C964-4568-8E04-C711D058B31D:,Annecy,St-Gervais Les Bains Le Fayet,3,Sous-desservi
France,FR:Line::05262D94-C964-4568-8E04-C711D058B31D:,Annecy,St-Gervais Les Bains Le Fayet,11,Desserte Normale
France,FR:Line::053D505F-D103-4042-AA06-EBC60229BE50:,Auray,Quiberon,8,Desserte Normale
France,FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76:,Grenoble,Chambery,4,Sous-desservi
France,FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76:,Grenoble,Chambery,1,Sous-desservi
France,FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76:,Grenoble,Chambery,1,Sous-desservi
France,FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76:,Grenoble,Chambery,3,Sous-desservi
France,FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76:,Grenoble,Chambery,34,Desserte Normale
France,FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,Saint-Étienne,Le Puy En Velay,1,Sous-desservi
France,FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,Saint-Étienne,Le Puy En Velay,8,Desserte Normale
France,FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,Saint-Étienne,Le Puy En Velay,1,Sous-desservi
France,FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,Saint-Étienne,Le Puy En Velay,8,Desserte Normale
France,FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,Saint-Étienne,Le Puy En Velay,4,Sous-desservi
France,FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,Saint-Étienne,Le Puy En Velay,20,Desserte Normale
France,FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,Saint-Étienne,Le Puy En Velay,40,Desserte Normale
France,FR:Line::06C24CB9-71E3-4CC4-BB31-E6285EB38AE1:,Lyon Saint-Paul,Brignais,10,Desserte Normale
France,FR:Line::06C24CB9-71E3-4CC4-BB31-E6285EB38AE1:,Lyon Saint-Paul,Brignais,1,Sous-desservi
France,FR:Line::06C24CB9-71E3-4CC4-BB31-E6285EB38AE1:,Lyon Saint-Paul,Brignais,42,Desserte Normale
France,FR:Line::071CBAF9-7286-48EB-8849-4C25E035D1E0:,Lyon Perrache,Saint-André Le Gaz,18,Desserte Normale
France,FR:Line::071CBAF9-7286-48EB-8849-4C25E035D1E0:,Lyon Perrache,Saint-André Le Gaz,1,Sous-desservi
France,FR:Line::071CBAF9-7286-48EB-8849-4C25E035D1E0:,Lyon Perrache,Saint-André Le Gaz,3,Sous-desservi
France,FR:Line::071CBAF9-7286-48EB-8849-4C25E035D1E0:,Lyon Perrache,Saint-André Le Gaz,2,Sous-desservi
France,FR:Line::071CBAF9-7286-48EB-8849-4C25E035D1E0:,Lyon Perrache,Saint-André Le Gaz,42,Desserte Normale
France,FR:Line::0732042B-024F-4BDC-AFC7-37B9EAFF657D:,Nantes,La Rochelle,2,Sous-desservi
France,FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris,La Rochelle,1,Sous-desservi
France,FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris,La Rochelle,2,Sous-desservi
France,FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris,La Rochelle,1,Sous-desservi
France,FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris,La Rochelle,2,Sous-desservi
France,FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,Paris,Vallée de la Marne TGV,1,Sous-desservi
France,FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,Paris,Vallée de la Marne TGV,1,Sous-desservi
France,FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,Paris,Vallée de la Marne TGV,1,Sous-desservi
France,FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,Paris,Vallée de la Marne TGV,2,Sous-desservi
France,FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,Paris,Vallée de la Marne TGV,1,Sous-desservi
France,FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,Paris,Vallée de la Marne TGV,1,Sous-desservi
France,FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,Paris,Vallée de la Marne TGV,3,Sous-desservi
France,FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,Nantes,Le Mans,1,Sous-desservi
France,FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,Nantes,Le Mans,1,Sous-desservi
France,FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,Nantes,Le Mans,1,Sous-desservi
France,FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,Nantes,Le Mans,1,Sous-desservi
France,FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,Nantes,Le Mans,1,Sous-desservi
France,FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,Nantes,Le Mans,15,Desserte Normale
France,FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,Nantes,Le Mans,21,Desserte Normale
France,FR:Line::0A1BAEE0-0123-4813-9261-CCA779B617BF:,Troyes,Laroche Migennes,2,Sous-desservi
France,FR:Line::0A1BAEE0-0123-4813-9261-CCA779B617BF:,Troyes,Laroche Migennes,4,Sous-desservi
France,FR:Line::0A1BAEE0-0123-4813-9261-CCA779B617BF:,Troyes,Laroche Migennes,1,Sous-desservi
France,FR:Line::0A1BAEE0-0123-4813-9261-CCA779B617BF:,Troyes,Laroche Migennes,4,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,1,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,12,Desserte Normale
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,8,Desserte Normale
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,3,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,1,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,4,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,9,Desserte Normale
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,1,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,1,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,1,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,6,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,1,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,5,Sous-desservi
France,FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,Paris,Francfort Route Nord,8,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,2,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,7,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,8,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,1,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,14,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,5,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,6,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,9,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,6,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,7,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,17,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,10,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,26,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,7,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,4,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,7,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,11,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,4,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,15,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,3,Sous-desservi
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,13,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,16,Desserte Normale
France,FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,Paris Bercy,Avallon,13,Desserte Normale
France,FR:Line::0B0B302C-2E5D-4AB4-BE84-4DA893F7C926:,Tours,Vierzon,3,Sous-desservi
France,FR:Line::0B0B302C-2E5D-4AB4-BE84-4DA893F7C926:,Tours,Vierzon,1,Sous-desservi
France,FR:Line::0B0B302C-2E5D-4AB4-BE84-4DA893F7C926:,Tours,Vierzon,34,Desserte Normale
France,FR:Line::0BE00911-1318-4279-8447-F655BFCD02B2:,Douai,Cambrai,1,Sous-desservi
France,FR:Line::0BE00911-1318-4279-8447-F655BFCD02B2:,Douai,Cambrai,16,Desserte Normale
France,FR:Line::0BE00911-1318-4279-8447-F655BFCD02B2:,Douai,Cambrai,26,Desserte Normale
France,FR:Line::0D040A69-97D4-4F3A-841D-FD806C6FF09D:,Reims,Fismes,3,Sous-desservi
France,FR:Line::0D040A69-97D4-4F3A-841D-FD806C6FF09D:,Reims,Fismes,11,Desserte Normale
France,FR:Line::0D040A69-97D4-4F3A-841D-FD806C6FF09D:,Reims,Fismes,22,Desserte Normale
France,FR:Line::0D8BFBF7-551C-44B1-8DF9-465F01EEE633:,Strasbourg,Sélestat Via Molsheim,28,Desserte Normale
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,5,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,2,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,1,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,2,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,1,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,3,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,2,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,5,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,4,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,3,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,7,Desserte Normale
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,2,Sous-desservi
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,15,Desserte Normale
France,FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,Paris,Sedan TGV,26,Desserte Normale
France,FR:Line::0FA3B1DD-3690-4F71-B15D-33011063C408:,Chartres,Courtalain,2,Sous-desservi
France,FR:Line::0FA3B1DD-3690-4F71-B15D-33011063C408:,Chartres,Courtalain,12,Desserte Normale
France,FR:Line::0FA3B1DD-3690-4F71-B15D-33011063C408:,Chartres,Courtalain,18,Desserte Normale
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,1,Sous-desservi
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,1,Sous-desservi
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,1,Sous-desservi
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,2,Sous-desservi
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,1,Sous-desservi
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,1,Sous-desservi
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,12,Desserte Normale
France,FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,Bordeaux,Hendaye,19,Desserte Normale
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,1,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,6,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,1,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,4,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,8,Desserte Normale
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,1,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,68,Bien desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,18,Desserte Normale
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,72,Bien desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,1,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,1,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,3,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,5,Sous-desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,60,Bien desservi
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,40,Desserte Normale
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,21,Desserte Normale
France,FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,Grasse,Vintimille,85,Bien desservi
France,FR:Line::0cd3d215-2889-4612-802b-6ee0c9c4ecfc:,Périgueux,Agen,9,Desserte Normale
France,FR:Line::0cd3d215-2889-4612-802b-6ee0c9c4ecfc:,Périgueux,Agen,13,Desserte Normale
France,FR:Line::0cd3d215-2889-4612-802b-6ee0c9c4ecfc:,Périgueux,Agen,18,Desserte Normale
France,FR:Line::0cd3d215-2889-4612-802b-6ee0c9c4ecfc:,Périgueux,Agen,31,Desserte Normale
France,FR:Line::0ce8180c-0fb6-4cc1-80ba-53782622a5ce:,PARIS,CAEN,11,Desserte Normale
France,FR:Line::0ce8180c-0fb6-4cc1-80ba-53782622a5ce:,PARIS,CAEN,26,Desserte Normale
France,FR:Line::0dd1bfc6-d5d1-4b2b-a9f2-6d836f81efe8:,Ussel,Brive,5,Sous-desservi
France,FR:Line::0dd1bfc6-d5d1-4b2b-a9f2-6d836f81efe8:,Ussel,Brive,3,Sous-desservi
France,FR:Line::0dd1bfc6-d5d1-4b2b-a9f2-6d836f81efe8:,Ussel,Brive,9,Desserte Normale
France,FR:Line::0dd1bfc6-d5d1-4b2b-a9f2-6d836f81efe8:,Ussel,Brive,19,Desserte Normale
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,5,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,5,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,6,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,8,Desserte Normale
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,4,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,3,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,1,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,2,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,1,Sous-desservi
France,FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,Paris Nord,Lille Flandres,5,Sous-desservi
France,FR:Line::1029C20F-5427-43F0-A17F-1663B9993B66:,Rennes,La Brohiniere,1,Sous-desservi
France,FR:Line::1029C20F-5427-43F0-A17F-1663B9993B66:,Rennes,La Brohiniere,31,Desserte Normale
France,FR:Line::10AA5C1F-3876-4FB6-BDFB-05DF525EAFC0:,Strasbourg,Rothau,1,Sous-desservi
France,FR:Line::10AA5C1F-3876-4FB6-BDFB-05DF525EAFC0:,Strasbourg,Rothau,3,Sous-desservi
France,FR:Line::10AA5C1F-3876-4FB6-BDFB-05DF525EAFC0:,Strasbourg,Rothau,1,Sous-desservi
France,FR:Line::10D812B6-51CF-4132-BCE8-013E1E973570:,Angers St Laud,Le Mans,2,Sous-desservi
