route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id
"10-A10-1-j26-1","TA+he100","1.TA.10-A10-1-j26-1.1.R","10-A10-1-j26-1.1.R","Salzburg Hauptbahnhof","RJ 658","1","725"
"10-A10-1-j26-1","TA+f0","10.TA.10-A10-1-j26-1.7.H","10-A10-1-j26-1.7.H","Flughafen Wien Bahnhof","RJ 551","0","732"
"10-A10-1-j26-1","TA+cm","11.TA.10-A10-1-j26-1.8.H","10-A10-1-j26-1.8.H","Wien Hauptbahnhof","D 1130","0",""
"10-A10-1-j26-1","TA+2C","2.TA.10-A10-1-j26-1.2.R","10-A10-1-j26-1.2.R","Salzburg Hauptbahnhof","RJ 110","1","726"
"10-A10-1-j26-1","TA+ie100","3.TA.10-A10-1-j26-1.3.R","10-A10-1-j26-1.3.R","Salzburg Hauptbahnhof","RJ 658","1","725"
"10-A10-1-j26-1","TA+ei","4.TA.10-A10-1-j26-1.4.R","10-A10-1-j26-1.4.R","Villach Hauptbahnhof","D 1133","1",""
"10-A10-1-j26-1","TA+8F","5.TA.10-A10-1-j26-1.5.H","10-A10-1-j26-1.5.H","Flughafen Wien Bahnhof","RJ 551","0","727"
"10-A10-1-j26-1","TA+d1100","6.TA.10-A10-1-j26-1.6.H","10-A10-1-j26-1.6.H","Flughafen Wien Bahnhof","RJ 659","0","728"
"10-A10-1-j26-1","TA+kq100","7.TA.10-A10-1-j26-1.6.H","10-A10-1-j26-1.6.H","Flughafen Wien Bahnhof","RJ 551","0","729"
"10-A10-1-j26-1","TA+lq000","8.TA.10-A10-1-j26-1.6.H","10-A10-1-j26-1.6.H","Flughafen Wien Bahnhof","RJ 659","0","730"
"10-A10-1-j26-1","TA+lq000","9.TA.10-A10-1-j26-1.6.H","10-A10-1-j26-1.6.H","Flughafen Wien Bahnhof","RJ 551","0","731"
"10-A11-j26-1","TA+ix","1.TA.10-A11-j26-1.1.R","10-A11-j26-1.1.R","Budapest-Keleti","RJX 19929","1","733"
"10-A11-j26-1","TA+fx","10.TA.10-A11-j26-1.6.R","10-A11-j26-1.6.R","Wien Hauptbahnhof","RJX 19977","1",""
"10-A11-j26-1","TA+71000","11.TA.10-A11-j26-1.7.R","10-A11-j26-1.7.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j26-1","TA+4q000","12.TA.10-A11-j26-1.8.R","10-A11-j26-1.8.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j26-1","TA+69100","13.TA.10-A11-j26-1.9.R","10-A11-j26-1.9.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j26-1","TA+1q000","14.TA.10-A11-j26-1.10.R","10-A11-j26-1.10.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A11-j26-1","TA+8k","15.TA.10-A11-j26-1.11.R","10-A11-j26-1.11.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j26-1","TA+79100","16.TA.10-A11-j26-1.12.R","10-A11-j26-1.12.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A11-j26-1","TA+iq","17.TA.10-A11-j26-1.13.R","10-A11-j26-1.13.R","Flughafen Wien Bahnhof","RJX 19957","1",""
"10-A11-j26-1","TA+jf","18.TA.10-A11-j26-1.13.R","10-A11-j26-1.13.R","Flughafen Wien Bahnhof","RJX 19919","1",""
"10-A11-j26-1","TA+fx","19.TA.10-A11-j26-1.14.R","10-A11-j26-1.14.R","Flughafen Wien Bahnhof","RJX 13479","1",""
"10-A11-j26-1","TA+iw","2.TA.10-A11-j26-1.1.R","10-A11-j26-1.1.R","Budapest-Keleti","RJX 19929","1","733"
"10-A11-j26-1","TA+fx","20.TA.10-A11-j26-1.14.R","10-A11-j26-1.14.R","Flughafen Wien Bahnhof","RJX 13477","1",""
"10-A11-j26-1","TA+et","21.TA.10-A11-j26-1.15.R","10-A11-j26-1.15.R","Wien Hauptbahnhof","RJX 13483","1",""
"10-A11-j26-1","TA+et","22.TA.10-A11-j26-1.16.R","10-A11-j26-1.16.R","Flughafen Wien Bahnhof","RJX 13479","1",""
"10-A11-j26-1","TA+et","23.TA.10-A11-j26-1.16.R","10-A11-j26-1.16.R","Flughafen Wien Bahnhof","RJX 13477","1",""
"10-A11-j26-1","TA+x3","24.TA.10-A11-j26-1.17.H","10-A11-j26-1.17.H","Feldkirch Bahnhof","RJ 13478","0",""
"10-A11-j26-1","TA+my","25.TA.10-A11-j26-1.18.H","10-A11-j26-1.18.H","Feldkirch Bahnhof","D 19780","0","739"
"10-A11-j26-1","TA+gl","26.TA.10-A11-j26-1.19.H","10-A11-j26-1.19.H","Feldkirch Bahnhof","D 19782","0","740"
"10-A11-j26-1","TA+wJ","27.TA.10-A11-j26-1.20.H","10-A11-j26-1.20.H","Bregenz Bahnhof","RJX 19912","0","743"
"10-A11-j26-1","TA+qR","28.TA.10-A11-j26-1.20.H","10-A11-j26-1.20.H","Bregenz Bahnhof","RJX 19912","0","744"
"10-A11-j26-1","TA+5q000","29.TA.10-A11-j26-1.21.H","10-A11-j26-1.21.H","Zürich HB","RJX 162","0","745"
"10-A11-j26-1","TA+jA","3.TA.10-A11-j26-1.2.R","10-A11-j26-1.2.R","Budapest-Keleti","RJX 165","1","734"
"10-A11-j26-1","TA+o2100","30.TA.10-A11-j26-1.21.H","10-A11-j26-1.21.H","Zürich HB","RJX 162","0","746"
"10-A11-j26-1","TA+89100","31.TA.10-A11-j26-1.21.H","10-A11-j26-1.21.H","Zürich HB","RJX 162","0","747"
"10-A11-j26-1","TA+4x000","32.TA.10-A11-j26-1.21.H","10-A11-j26-1.21.H","Zürich HB","RJX 162","0","748"
"10-A11-j26-1","TA+4g","33.TA.10-A11-j26-1.22.H","10-A11-j26-1.22.H","München Hauptbahnhof","RJX 68","0",""
"10-A11-j26-1","TA+aa","34.TA.10-A11-j26-1.22.H","10-A11-j26-1.22.H","München Hauptbahnhof","RJX 68","0",""
"10-A11-j26-1","TA+8t100","35.TA.10-A11-j26-1.23.H","10-A11-j26-1.23.H","München Hauptbahnhof","RJX 68","0",""
"10-A11-j26-1","TA+0n100","36.TA.10-A11-j26-1.23.H","10-A11-j26-1.23.H","München Hauptbahnhof","RJX 68","0",""
"10-A11-j26-1","TA+of100","37.TA.10-A11-j26-1.23.H","10-A11-j26-1.23.H","München Hauptbahnhof","RJX 68","0",""
"10-A11-j26-1","TA+0x000","38.TA.10-A11-j26-1.23.H","10-A11-j26-1.23.H","München Hauptbahnhof","RJX 68","0",""
"10-A11-j26-1","TA+dn","39.TA.10-A11-j26-1.23.H","10-A11-j26-1.23.H","München Hauptbahnhof","RJX 68","0",""
"10-A11-j26-1","TA+0n","4.TA.10-A11-j26-1.2.R","10-A11-j26-1.2.R","Budapest-Keleti","RJX 165","1","735"
"10-A11-j26-1","TA+x7","40.TA.10-A11-j26-1.24.H","10-A11-j26-1.24.H","Feldkirch Bahnhof","RJ 13478","0",""
"10-A11-j26-1","TA+fx","41.TA.10-A11-j26-1.25.H","10-A11-j26-1.25.H","Feldkirch Bahnhof","RJX 13474","0",""
"10-A11-j26-1","TA+fx","42.TA.10-A11-j26-1.25.H","10-A11-j26-1.25.H","Feldkirch Bahnhof","RJX 13470","0",""
"10-A11-j26-1","TA+et","43.TA.10-A11-j26-1.26.H","10-A11-j26-1.26.H","Feldkirch Bahnhof","RJX 19938","0",""
"10-A11-j26-1","TA+fx","44.TA.10-A11-j26-1.26.H","10-A11-j26-1.26.H","Feldkirch Bahnhof","RJX 19938","0",""
"10-A11-j26-1","TA+fx","45.TA.10-A11-j26-1.27.H","10-A11-j26-1.27.H","Feldkirch Bahnhof","RJX 19916","0",""
"10-A11-j26-1","TA+89100","46.TA.10-A11-j26-1.28.H","10-A11-j26-1.28.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j26-1","TA+o2100","47.TA.10-A11-j26-1.29.H","10-A11-j26-1.29.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j26-1","TA+wJ","48.TA.10-A11-j26-1.30.H","10-A11-j26-1.30.H","Feldkirch Bahnhof","RJX 19952","0",""
"10-A11-j26-1","TA+aa","49.TA.10-A11-j26-1.31.H","10-A11-j26-1.31.H","Feldkirch Bahnhof","RJX 562","0",""
"10-A11-j26-1","TA+et","5.TA.10-A11-j26-1.2.R","10-A11-j26-1.2.R","Budapest-Keleti","RJX 19915","1","736"
"10-A11-j26-1","TA+ww000","50.TA.10-A11-j26-1.32.H","10-A11-j26-1.32.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j26-1","TA+1o100","51.TA.10-A11-j26-1.33.H","10-A11-j26-1.33.H","Feldkirch Bahnhof","RJX 566","0",""
"10-A11-j26-1","TA+jf","52.TA.10-A11-j26-1.34.H","10-A11-j26-1.34.H","Feldkirch Bahnhof","RJX 19956","0",""
"10-A11-j26-1","TA+fx","53.TA.10-A11-j26-1.35.H","10-A11-j26-1.35.H","Feldkirch Bahnhof","RJX 19918","0",""
"10-A11-j26-1","TA+89100","54.TA.10-A11-j26-1.36.H","10-A11-j26-1.36.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j26-1","TA+o2100","55.TA.10-A11-j26-1.37.H","10-A11-j26-1.37.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j26-1","TA+jc","56.TA.10-A11-j26-1.38.H","10-A11-j26-1.38.H","Feldkirch Bahnhof","RJX 19950","0",""
"10-A11-j26-1","TA+aa","57.TA.10-A11-j26-1.39.H","10-A11-j26-1.39.H","Feldkirch Bahnhof","RJX 560","0",""
"10-A11-j26-1","TA+m9000","58.TA.10-A11-j26-1.40.H","10-A11-j26-1.40.H","Zürich HB","RJX 368","0",""
"10-A11-j26-1","TA+et","59.TA.10-A11-j26-1.41.H","10-A11-j26-1.41.H","Zürich HB","RJX 13474","0",""
"10-A11-j26-1","TA+fx","6.TA.10-A11-j26-1.2.R","10-A11-j26-1.2.R","Budapest-Keleti","RJX 19915","1","737"
"10-A11-j26-1","TA+et","60.TA.10-A11-j26-1.41.H","10-A11-j26-1.41.H","Zürich HB","RJX 13470","0",""
"10-A11-j26-1","TA+of100","61.TA.10-A11-j26-1.42.H","10-A11-j26-1.42.H","Zürich HB","RJX 162","0",""
"10-A11-j26-1","TA+aa","62.TA.10-A11-j26-1.42.H","10-A11-j26-1.42.H","Zürich HB","RJX 162","0",""
"10-A11-j26-1","TA+56100","63.TA.10-A11-j26-1.20.H","10-A11-j26-1.20.H","Bregenz Bahnhof","RJX 19912","0","741"
"10-A11-j26-1","TA+56100","64.TA.10-A11-j26-1.30.H","10-A11-j26-1.30.H","Feldkirch Bahnhof","RJX 19952","0",""
"10-A11-j26-1","TA+66100","65.TA.10-A11-j26-1.20.H","10-A11-j26-1.20.H","Bregenz Bahnhof","RJX 19912","0","742"
"10-A11-j26-1","TA+ex","7.TA.10-A11-j26-1.3.R","10-A11-j26-1.3.R","Wien Westbahnhof","D 19781","1","738"
"10-A11-j26-1","TA+fx","8.TA.10-A11-j26-1.4.R","10-A11-j26-1.4.R","Wien Hauptbahnhof","RJX 13483","1",""
"10-A11-j26-1","TA+mt","9.TA.10-A11-j26-1.5.R","10-A11-j26-1.5.R","Wien Hauptbahnhof","RJX 19919","1",""
"10-A12-j26-1","TA","1.TA.10-A12-j26-1.1.R","10-A12-j26-1.1.R","Flughafen Wien Bahnhof","RJ 563","1",""
"10-A12-j26-1","TA+h3","10.TA.10-A12-j26-1.3.R","10-A12-j26-1.3.R","Flughafen Wien Bahnhof","RJX 567","1",""
"10-A12-j26-1","TA+h0","100.TA.10-A12-j26-1.59.H","10-A12-j26-1.59.H","Venezia Santa Lucia","RJX 133","0","777"
"10-A12-j26-1","TA+dn","101.TA.10-A12-j26-1.60.H","10-A12-j26-1.60.H","München Hauptbahnhof","RJ 112","0","778"
"10-A12-j26-1","TA+qq100","102.TA.10-A12-j26-1.60.H","10-A12-j26-1.60.H","München Hauptbahnhof","RJ 112","0","779"
"10-A12-j26-1","TA+rq100","103.TA.10-A12-j26-1.61.H","10-A12-j26-1.61.H","Villach Hauptbahnhof","RJ 554","0",""
"10-A12-j26-1","TA+dk","104.TA.10-A12-j26-1.62.H","10-A12-j26-1.62.H","Villach Hauptbahnhof","RJX 1150","0","764"
"10-A12-j26-1","TA+8F","105.TA.10-A12-j26-1.63.H","10-A12-j26-1.63.H","München Hauptbahnhof","RJ 112","0","780"
"10-A12-j26-1","TA+8F","106.TA.10-A12-j26-1.64.H","10-A12-j26-1.64.H","Villach Hauptbahnhof","RJ 554","0",""
"10-A12-j26-1","TA","107.TA.10-A12-j26-1.65.H","10-A12-j26-1.65.H","Villach Hauptbahnhof","RJ 754","0",""
"10-A12-j26-1","TA+l1100","108.TA.10-A12-j26-1.66.H","10-A12-j26-1.66.H","Villach Hauptbahnhof","RJ 1152","0",""
"10-A12-j26-1","TA","109.TA.10-A12-j26-1.67.H","10-A12-j26-1.67.H","Villach Hauptbahnhof","RJ 750","0",""
"10-A12-j26-1","TA","110.TA.10-A12-j26-1.67.H","10-A12-j26-1.67.H","Villach Hauptbahnhof","RJ 858","0",""
"10-A12-j26-1","TA","111.TA.10-A12-j26-1.67.H","10-A12-j26-1.67.H","Villach Hauptbahnhof","RJ 752","0",""
"10-A12-j26-1","TA","112.TA.10-A12-j26-1.68.H","10-A12-j26-1.68.H","Lienz Bahnhof","RJ 856","0","781"
"10-A12-j26-1","TA","113.TA.10-A12-j26-1.68.H","10-A12-j26-1.68.H","Lienz Bahnhof","RJ 854","0",""
"10-A12-j26-1","TA+sq100","114.TA.10-A12-j26-1.69.H","10-A12-j26-1.69.H","Villach Hauptbahnhof","RJ 852","0",""
"10-A12-j26-1","TA+tq100","115.TA.10-A12-j26-1.70.H","10-A12-j26-1.70.H","Villach Hauptbahnhof","RJ 852","0",""
"10-A12-j26-1","TA+m1100","116.TA.10-A12-j26-1.71.H","10-A12-j26-1.71.H","Villach Hauptbahnhof","RJ 1152","0",""
"10-A12-j26-1","TA+oq100","117.TA.10-A12-j26-1.72.H","10-A12-j26-1.72.H","Villach Hauptbahnhof","RJX 251","0","768"
"10-A12-j26-1","TA+k1100","118.TA.10-A12-j26-1.72.H","10-A12-j26-1.72.H","Villach Hauptbahnhof","RJX 251","0","767"
"10-A12-j26-1","TA+7d000","119.TA.10-A12-j26-1.72.H","10-A12-j26-1.72.H","Villach Hauptbahnhof","RJX 251","0","769"
"10-A12-j26-1","TA","12.TA.10-A12-j26-1.5.R","10-A12-j26-1.5.R","Graz Hauptbahnhof","RJ 653","1",""
"10-A12-j26-1","TA","120.TA.10-A12-j26-1.73.H","10-A12-j26-1.73.H","Villach Hauptbahnhof","RJX 53","0","766"
"10-A12-j26-1","TA","121.TA.10-A12-j26-1.73.H","10-A12-j26-1.73.H","Villach Hauptbahnhof","RJX 255","0","765"
"10-A12-j26-1","TA+8F","13.TA.10-A12-j26-1.6.R","10-A12-j26-1.6.R","Flughafen Wien Bahnhof","RJ 551","1","727"
"10-A12-j26-1","TA+f0","14.TA.10-A12-j26-1.7.R","10-A12-j26-1.7.R","Wien Hauptbahnhof","RJ 853","1",""
"10-A12-j26-1","TA+h0","15.TA.10-A12-j26-1.8.R","10-A12-j26-1.8.R","Wien Hauptbahnhof","RJ 853","1",""
"10-A12-j26-1","TA+d1100","16.TA.10-A12-j26-1.9.R","10-A12-j26-1.9.R","Wien Hauptbahnhof","RJ 857","1","749"
"10-A12-j26-1","TA+lq000","17.TA.10-A12-j26-1.9.R","10-A12-j26-1.9.R","Wien Hauptbahnhof","RJ 857","1","750"
"10-A12-j26-1","TA+d1100","18.TA.10-A12-j26-1.10.R","10-A12-j26-1.10.R","Wien Hauptbahnhof","RJ 557","1","751"
"10-A12-j26-1","TA+lq000","19.TA.10-A12-j26-1.10.R","10-A12-j26-1.10.R","Wien Hauptbahnhof","RJ 557","1","752"
"10-A12-j26-1","TA+d1100","2.TA.10-A12-j26-1.1.R","10-A12-j26-1.1.R","Flughafen Wien Bahnhof","RJ 659","1","728"
"10-A12-j26-1","TA","20.TA.10-A12-j26-1.11.R","10-A12-j26-1.11.R","Wien Hauptbahnhof","RJX 134","1","753"
"10-A12-j26-1","TA+ia","21.TA.10-A12-j26-1.11.R","10-A12-j26-1.11.R","Wien Hauptbahnhof","RJX 136","1","754"
"10-A12-j26-1","TA+hz","22.TA.10-A12-j26-1.11.R","10-A12-j26-1.11.R","Wien Hauptbahnhof","RJX 132","1","755"
"10-A12-j26-1","TA+fg100","23.TA.10-A12-j26-1.12.R","10-A12-j26-1.12.R","Wien Hauptbahnhof","RJX 130","1","756"
"10-A12-j26-1","TA+eE","24.TA.10-A12-j26-1.13.R","10-A12-j26-1.13.R","Wien Hauptbahnhof","RJX 130","1","756"
"10-A12-j26-1","TA+8F","25.TA.10-A12-j26-1.14.R","10-A12-j26-1.14.R","Flughafen Wien Bahnhof","RJ 657","1",""
"10-A12-j26-1","TA+lq100","26.TA.10-A12-j26-1.15.R","10-A12-j26-1.15.R","Flughafen Wien Bahnhof","RJ 657","1",""
"10-A12-j26-1","TA+lq000","27.TA.10-A12-j26-1.15.R","10-A12-j26-1.15.R","Flughafen Wien Bahnhof","RJ 657","1",""
"10-A12-j26-1","TA+8F","28.TA.10-A12-j26-1.16.R","10-A12-j26-1.16.R","Flughafen Wien Bahnhof","RJ 113","1","757"
"10-A12-j26-1","TA+mq100","29.TA.10-A12-j26-1.17.R","10-A12-j26-1.17.R","Flughafen Wien Bahnhof","RJ 113","1","758"
"10-A12-j26-1","TA+kq100","3.TA.10-A12-j26-1.1.R","10-A12-j26-1.1.R","Flughafen Wien Bahnhof","RJ 551","1","729"
"10-A12-j26-1","TA+dn","30.TA.10-A12-j26-1.17.R","10-A12-j26-1.17.R","Flughafen Wien Bahnhof","RJ 113","1","759"
"10-A12-j26-1","TA+lq000","31.TA.10-A12-j26-1.17.R","10-A12-j26-1.17.R","Flughafen Wien Bahnhof","RJ 113","1","760"
"10-A12-j26-1","TA+d1100","32.TA.10-A12-j26-1.18.R","10-A12-j26-1.18.R","Wien Hauptbahnhof","RJ 751","1",""
"10-A12-j26-1","TA+d1100","33.TA.10-A12-j26-1.18.R","10-A12-j26-1.18.R","Wien Hauptbahnhof","RJ 755","1",""
"10-A12-j26-1","TA+lq000","34.TA.10-A12-j26-1.18.R","10-A12-j26-1.18.R","Wien Hauptbahnhof","RJ 751","1",""
"10-A12-j26-1","TA+lq000","35.TA.10-A12-j26-1.18.R","10-A12-j26-1.18.R","Wien Hauptbahnhof","RJ 755","1",""
"10-A12-j26-1","TA","36.TA.10-A12-j26-1.19.R","10-A12-j26-1.19.R","Wien Hauptbahnhof","RJX 530","1",""
"10-A12-j26-1","TA+d1100","37.TA.10-A12-j26-1.20.R","10-A12-j26-1.20.R","Wien Hauptbahnhof","RJ 859","1",""
"10-A12-j26-1","TA+d1100","38.TA.10-A12-j26-1.20.R","10-A12-j26-1.20.R","Wien Hauptbahnhof","RJ 753","1",""
"10-A12-j26-1","TA+lq000","39.TA.10-A12-j26-1.20.R","10-A12-j26-1.20.R","Wien Hauptbahnhof","RJ 753","1",""
"10-A12-j26-1","TA+iw","4.TA.10-A12-j26-1.1.R","10-A12-j26-1.1.R","Flughafen Wien Bahnhof","RJX 19979","1",""
"10-A12-j26-1","TA+lq000","40.TA.10-A12-j26-1.20.R","10-A12-j26-1.20.R","Wien Hauptbahnhof","RJ 859","1",""
"10-A12-j26-1","TA","41.TA.10-A12-j26-1.21.R","10-A12-j26-1.21.R","Praha hlavní nádraží","RJX 56","1","761"
"10-A12-j26-1","TA+f1100","42.TA.10-A12-j26-1.22.R","10-A12-j26-1.22.R","Wien Hauptbahnhof","RJX 630","1",""
"10-A12-j26-1","TA+g1100","43.TA.10-A12-j26-1.23.R","10-A12-j26-1.23.R","Wien Hauptbahnhof","RJX 630","1",""
"10-A12-j26-1","TA","44.TA.10-A12-j26-1.24.R","10-A12-j26-1.24.R","Wien Hauptbahnhof","RJX 638","1",""
"10-A12-j26-1","TA+h0","45.TA.10-A12-j26-1.25.R","10-A12-j26-1.25.R","Praha hlavní nádraží","RJX 636","1",""
"10-A12-j26-1","TA","46.TA.10-A12-j26-1.25.R","10-A12-j26-1.25.R","Praha hlavní nádraží","RJX 52","1","762"
"10-A12-j26-1","TA+f0","47.TA.10-A12-j26-1.26.R","10-A12-j26-1.26.R","Wien Hauptbahnhof","RJX 636","1",""
"10-A12-j26-1","TA+d1100","48.TA.10-A12-j26-1.27.R","10-A12-j26-1.27.R","Wien Hauptbahnhof","RJ 855","1",""
"10-A12-j26-1","TA+lq000","49.TA.10-A12-j26-1.27.R","10-A12-j26-1.27.R","Wien Hauptbahnhof","RJ 855","1",""
"10-A12-j26-1","TA+lq000","5.TA.10-A12-j26-1.1.R","10-A12-j26-1.1.R","Flughafen Wien Bahnhof","RJ 551","1","731"
"10-A12-j26-1","TA+d1100","50.TA.10-A12-j26-1.28.R","10-A12-j26-1.28.R","Flughafen Wien Bahnhof","RJ 757","1",""
"10-A12-j26-1","TA+lq000","51.TA.10-A12-j26-1.28.R","10-A12-j26-1.28.R","Flughafen Wien Bahnhof","RJ 757","1",""
"10-A12-j26-1","TA","52.TA.10-A12-j26-1.29.R","10-A12-j26-1.29.R","Praha hlavní nádraží","RJX 254","1","763"
"10-A12-j26-1","TA+d1100","53.TA.10-A12-j26-1.30.R","10-A12-j26-1.30.R","Flughafen Wien Bahnhof","RJ 555","1",""
"10-A12-j26-1","TA+lq000","54.TA.10-A12-j26-1.30.R","10-A12-j26-1.30.R","Flughafen Wien Bahnhof","RJ 555","1",""
"10-A12-j26-1","TA","55.TA.10-A12-j26-1.31.R","10-A12-j26-1.31.R","Flughafen Wien Bahnhof","RJ 655","1",""
"10-A12-j26-1","TA+h0","56.TA.10-A12-j26-1.32.R","10-A12-j26-1.32.R","Praha hlavní nádraží","RJ 54","1",""
"10-A12-j26-1","TA","57.TA.10-A12-j26-1.32.R","10-A12-j26-1.32.R","Praha hlavní nádraží","RJ 50","1",""
"10-A12-j26-1","TA+nq100","58.TA.10-A12-j26-1.32.R","10-A12-j26-1.32.R","Praha hlavní nádraží","RJ 250","1",""
"10-A12-j26-1","TA+i1100","59.TA.10-A12-j26-1.32.R","10-A12-j26-1.32.R","Praha hlavní nádraží","RJ 250","1",""
"10-A12-j26-1","TA+lq000","6.TA.10-A12-j26-1.1.R","10-A12-j26-1.1.R","Flughafen Wien Bahnhof","RJ 659","1","730"
"10-A12-j26-1","TA+0G","60.TA.10-A12-j26-1.32.R","10-A12-j26-1.32.R","Praha hlavní nádraží","RJ 250","1",""
"10-A12-j26-1","TA+fn","61.TA.10-A12-j26-1.32.R","10-A12-j26-1.32.R","Praha hlavní nádraží","RJ 252","1",""
"10-A12-j26-1","TA","62.TA.10-A12-j26-1.32.R","10-A12-j26-1.32.R","Praha hlavní nádraží","RJ 258","1",""
"10-A12-j26-1","TA","63.TA.10-A12-j26-1.33.R","10-A12-j26-1.33.R","Praha hlavní nádraží","RJX 52","1","762"
"10-A12-j26-1","TA","64.TA.10-A12-j26-1.33.R","10-A12-j26-1.33.R","Praha hlavní nádraží","RJX 56","1","761"
"10-A12-j26-1","TA","65.TA.10-A12-j26-1.33.R","10-A12-j26-1.33.R","Praha hlavní nádraží","RJX 254","1","763"
"10-A12-j26-1","TA+f0","66.TA.10-A12-j26-1.34.R","10-A12-j26-1.34.R","Praha hlavní nádraží","RJ 54","1",""
"10-A12-j26-1","TA+dl","67.TA.10-A12-j26-1.35.R","10-A12-j26-1.35.R","Praha hlavní nádraží","RJ 252","1",""
"10-A12-j26-1","TA+mc","68.TA.10-A12-j26-1.36.H","10-A12-j26-1.36.H","Wien Hauptbahnhof","RJ 650","0",""
"10-A12-j26-1","TA+mc","69.TA.10-A12-j26-1.37.H","10-A12-j26-1.37.H","Wien Hauptbahnhof","RJX 768","0",""
"10-A12-j26-1","TA+f0","7.TA.10-A12-j26-1.2.R","10-A12-j26-1.2.R","Flughafen Wien Bahnhof","RJ 551","1","732"
"10-A12-j26-1","TA+mt","70.TA.10-A12-j26-1.38.H","10-A12-j26-1.38.H","Wien Hauptbahnhof","RJX 19959","0",""
"10-A12-j26-1","TA+dk","72.TA.10-A12-j26-1.40.H","10-A12-j26-1.40.H","Villach Hauptbahnhof","RJX 1150","0","764"
"10-A12-j26-1","TA","73.TA.10-A12-j26-1.41.H","10-A12-j26-1.41.H","Villach Hauptbahnhof","RJX 255","0","765"
"10-A12-j26-1","TA","74.TA.10-A12-j26-1.42.H","10-A12-j26-1.42.H","Villach Hauptbahnhof","RJX 53","0","766"
"10-A12-j26-1","TA+k1100","75.TA.10-A12-j26-1.43.H","10-A12-j26-1.43.H","Villach Hauptbahnhof","RJX 251","0","767"
"10-A12-j26-1","TA+oq100","76.TA.10-A12-j26-1.43.H","10-A12-j26-1.43.H","Villach Hauptbahnhof","RJX 251","0","768"
"10-A12-j26-1","TA+7d000","77.TA.10-A12-j26-1.43.H","10-A12-j26-1.43.H","Villach Hauptbahnhof","RJX 251","0","769"
"10-A12-j26-1","TA+ch","78.TA.10-A12-j26-1.44.H","10-A12-j26-1.44.H","Villach Hauptbahnhof","RJ 758","0",""
"10-A12-j26-1","TA+dk","79.TA.10-A12-j26-1.45.H","10-A12-j26-1.45.H","Villach Hauptbahnhof","RJX 1156","0",""
"10-A12-j26-1","TA+ms","8.TA.10-A12-j26-1.3.R","10-A12-j26-1.3.R","Flughafen Wien Bahnhof","RJX 569","1",""
"10-A12-j26-1","TA+mc","80.TA.10-A12-j26-1.46.H","10-A12-j26-1.46.H","Graz Hauptbahnhof","RJ 652","0",""
"10-A12-j26-1","TA+rm100","81.TA.10-A12-j26-1.47.H","10-A12-j26-1.47.H","Graz Hauptbahnhof","RJ 650","0",""
"10-A12-j26-1","TA+4i100","82.TA.10-A12-j26-1.48.H","10-A12-j26-1.48.H","Graz Hauptbahnhof","RJ 650","0",""
"10-A12-j26-1","TA","83.TA.10-A12-j26-1.49.H","10-A12-j26-1.49.H","Salzburg Hauptbahnhof","RJ 658","0","725"
"10-A12-j26-1","TA+2C","84.TA.10-A12-j26-1.49.H","10-A12-j26-1.49.H","Salzburg Hauptbahnhof","RJ 110","0","726"
"10-A12-j26-1","TA+pq100","85.TA.10-A12-j26-1.49.H","10-A12-j26-1.49.H","Salzburg Hauptbahnhof","RJ 110","0","770"
"10-A12-j26-1","TA+dm","86.TA.10-A12-j26-1.49.H","10-A12-j26-1.49.H","Salzburg Hauptbahnhof","RJ 110","0","771"
"10-A12-j26-1","TA","87.TA.10-A12-j26-1.50.H","10-A12-j26-1.50.H","Villach Hauptbahnhof","RJ 654","0",""
"10-A12-j26-1","TA+dk","88.TA.10-A12-j26-1.51.H","10-A12-j26-1.51.H","Villach Hauptbahnhof","RJ 652","0",""
"10-A12-j26-1","TA+4i100","89.TA.10-A12-j26-1.52.H","10-A12-j26-1.52.H","Villach Hauptbahnhof","RJ 652","0",""
"10-A12-j26-1","TA+ir","9.TA.10-A12-j26-1.3.R","10-A12-j26-1.3.R","Flughafen Wien Bahnhof","RJX 19957","1",""
"10-A12-j26-1","TA","90.TA.10-A12-j26-1.53.H","10-A12-j26-1.53.H","Salzburg Hauptbahnhof","RJ 656","0","772"
"10-A12-j26-1","TA","91.TA.10-A12-j26-1.54.H","10-A12-j26-1.54.H","Lienz Bahnhof","RJ 556","0","773"
"10-A12-j26-1","TA+eE","92.TA.10-A12-j26-1.55.H","10-A12-j26-1.55.H","Villach Hauptbahnhof","RJ 652","0",""
"10-A12-j26-1","TA+as","93.TA.10-A12-j26-1.56.H","10-A12-j26-1.56.H","Venezia Santa Lucia","RJX 131","0","774"
