stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,level_id,platform_code
"at:43:5005:0:1","Traismauer Bahnhof","48.34794541","15.74542775","","","Pat:43:5005","Level 0","1"
"at:43:5005:0:4","Traismauer Bahnhof","48.34789765","15.74541877","","","Pat:43:5005","Level 0","2"
"at:43:5005:2","Bus","48.34820810","15.74495165","","","Pat:43:5005","Level 0",""
"at:43:5005:3","Zugang","48.34808273","15.74556250","","2","Pat:43:5005","Level 0",""
"at:43:5005:4","P+R","48.34807676","15.74599369","","3","Pat:43:5005","Level 0",""
"at:43:5006:0:1","Trasdorf Bahnhof","48.31517014","15.87997742","","","Pat:43:5006","Level 0","1"
"at:43:5006:2","Bus","48.31511637","15.87944741","","","Pat:43:5006","Level 0",""
"at:43:5006:3","Zugang","48.31506858","15.87986962","","2","Pat:43:5006","Level 0",""
"at:43:5013:0:1","Trautmannsdorf/Leitha Bhf.","48.02415315","16.64354541","","","Pat:43:5013","Level 0","1"
"at:43:5013:0:2","Trautmannsdorf/Leitha Bhf.","48.02421924","16.64354541","","","Pat:43:5013","Level 0","2"
"at:43:5013:2","Bus","48.02389480","16.64235065","","","Pat:43:5013","Level 0",""
"at:43:5013:3","Zugang","48.02393686","16.64239557","","2","Pat:43:5013","Level 0",""
"at:43:5013:4","P+R","48.02390682","16.64184759","","3","Pat:43:5013","Level 0",""
"at:43:5023:0:1","Trumau Bahnhof","47.99264914","16.33215340","","","Pat:43:5023","Level 0","1"
"at:43:5023:3","Zugang","47.99344268","16.33244984","","2","Pat:43:5023","Level 0",""
"at:43:5034:0:1","Tulln Bahnhof","48.32749917","16.06434765","","","Pat:43:5034","Level 0","1"
"at:43:5034:0:3","Tulln Bahnhof","48.32754098","16.06439256","","","Pat:43:5034","Level 0","2"
"at:43:5034:0:4","Tulln Bahnhof","48.32760668","16.06445544","","","Pat:43:5034","Level 0","3"
"at:43:5034:0:7","Tulln Bahnhof","48.32764251","16.06450934","","","Pat:43:5034","Level 0","4"
"at:43:5034:2","Bus","48.32685412","16.06473392","","","Pat:43:5034","Level 0",""
"at:43:5034:3","Zugang West","48.32704525","16.06465307","","2","Pat:43:5034","Level 0",""
"at:43:5034:4","P+R","48.32651367","16.06374578","","3","Pat:43:5034","Level 0",""
"at:43:5034:5","Unterführung","48.32730207","16.06499443","","3","Pat:43:5034","Level -1",""
"at:43:5034:6","Zugang Ost","48.32781572","16.06555139","","2","Pat:43:5034","Level 0",""
"at:43:5057:0:1","Tulln Stadt Bahnhof","48.32840103","16.05372956","","","Pat:43:5057","Level 0","1"
"at:43:5057:0:2","Tulln Stadt Bahnhof","48.32838909","16.05394516","","","Pat:43:5057","Level 0","2"
"at:43:5057:2","Bus","48.32874744","16.05420567","","","Pat:43:5057","Level 0",""
"at:43:5057:3","Zugang","48.32869966","16.05411584","","2","Pat:43:5057","Level 0",""
"at:43:5057:4","P+R","48.32852645","16.05348702","","3","Pat:43:5057","Level 0",""
"at:43:5068:0:1","Tullnerbach-Pressbaum Bahnhof","48.18608637","16.09327340","","","Pat:43:5068","Level 0","1"
"at:43:5068:0:4","Tullnerbach-Pressbaum Bahnhof","48.18611033","16.09325543","","","Pat:43:5068","Level 0","2"
"at:43:5068:0:6","Tullnerbach-Pressbaum Bahnhof","48.18615225","16.09421663","","","Pat:43:5068","Level 0","11"
"at:43:5068:2","Bus","48.18585878","16.09340815","","","Pat:43:5068","Level 0",""
"at:43:5068:3","Zugang","48.18590071","16.09294102","","2","Pat:43:5068","Level 0",""
"at:43:5068:4","P+R","48.18584680","16.09241102","","3","Pat:43:5068","Level 0",""
"at:43:5068:5","B+R","48.18586477","16.09279729","","3","Pat:43:5068","Level 0",""
"at:43:5068:6","Unterführung","48.18605044","16.09290509","","3","Pat:43:5068","Level -2",""
"at:43:5068:7","Rechter Bahnweg","48.18612231","16.09193491","","2","Pat:43:5068","Level 0",""
"at:43:5070:0:1","Ulrichskirchen Bahnhof","48.40207875","16.48811890","","","Pat:43:5070","Level 0","1"
"at:43:5070:3","Zugang","48.40241273","16.48855009","","2","Pat:43:5070","Level 0",""
"at:43:5072:0:1","Untereggendorf Bahnhof","47.86163126","16.32200244","","","Pat:43:5072","Level 0","1"
"at:43:5072:0:2","Untereggendorf Bahnhof","47.86173372","16.32205634","","","Pat:43:5072","Level 0","2"
"at:43:5072:2","Bus","47.86096226","16.32149938","","","Pat:43:5072","Level 0",""
"at:43:5072:3","Zugang","47.86111896","16.32133768","","2","Pat:43:5072","Level 0",""
"at:43:5072:4","zg","47.86118526","16.32096039","","3","Pat:43:5072","Level -1",""
"at:43:5090:0:1","Untersiebenbrunn Bahnhof","48.24800709","16.74845965","","","Pat:43:5090","Level 0","1"
"at:43:5090:0:3","Untersiebenbrunn Bahnhof","48.24791736","16.74847762","","","Pat:43:5090","Level 0","G2"
"at:43:5090:2","Bus","48.24809083","16.74739066","","","Pat:43:5090","Level 0",""
"at:43:5090:3","Zugang Nord","48.24803700","16.74830694","","2","Pat:43:5090","Level 0",""
"at:43:5090:5","Zugang Süd","48.24784557","16.74835185","","2","Pat:43:5090","Level 0",""
"at:43:5090:6","ZG","48.24792932","16.74775897","","3","Pat:43:5090","Level -1",""
"at:43:5094:0:1","Untertullnerbach Bahnhof","48.19174584","16.12836159","","","Pat:43:5094","Level 1","1"
"at:43:5094:0:2","Untertullnerbach Bahnhof","48.19179974","16.12830770","","","Pat:43:5094","Level 1","2"
"at:43:5094:2","Irenentalstr.","48.19030858","16.12705904","","","Pat:43:5094","Level 0",""
"at:43:5094:3","Zugang","48.19082959","16.12722972","","2","Pat:43:5094","Level 0",""
"at:43:5094:4","Hauptstr.","48.18973366","16.12645717","","","Pat:43:5094","Level 0",""
"at:43:5094:5","ZG","48.19146438","16.12759803","","3","Pat:43:5094","Level 2",""
"at:43:5094:6","G2","48.19181771","16.12829871","","","Pat:43:5094","Level 1",""
"at:43:5138:0:1","Wagram-Grafenegg Bahnhof","48.43405313","15.77698557","","","Pat:43:5138","Level 0","1"
"at:43:5138:2","Bus","48.43447034","15.77537759","","","Pat:43:5138","Level 0",""
"at:43:5138:3","Zugang","48.43347499","15.77828813","","2","Pat:43:5138","Level 0",""
"at:43:5138:4","P+R","48.43448226","15.77509013","","3","Pat:43:5138","Level 0",""
"at:43:5147:0:1","Wampersdorf Bahnhof","47.93043205","16.41700826","","","Pat:43:5147","Level 1","1"
"at:43:5147:0:4","Wampersdorf Bahnhof","47.93044409","16.41695436","","","Pat:43:5147","Level 1","2"
"at:43:5147:0:5","Wampersdorf Bahnhof","47.93089551","16.41693640","","","Pat:43:5147","Level 1","3"
"at:43:5147:0:6","Wampersdorf Bahnhof","47.93091958","16.41683758","","","Pat:43:5147","Level 1","4"
"at:43:5147:2","Bus","47.93097375","16.41768200","","","Pat:43:5147","Level 0",""
"at:43:5147:3","Zugang","47.93104598","16.41746640","","2","Pat:43:5147","Level 0",""
"at:43:5147:4","P+R","47.93124461","16.41790658","","3","Pat:43:5147","Level 0",""
"at:43:5147:6","ZG","47.93113627","16.41710708","","3","Pat:43:5147","Level -1",""
"at:43:5147:7","zuW","47.93156963","16.41690046","","2","Pat:43:5147","Level 0",""
"at:43:5189:0:1","Weikendorf-Dörfles Bahnhof","48.34930064","16.75840400","","","Pat:43:5189","Level 0","1"
"at:43:5189:0:2","Weikendorf-Dörfles Bahnhof","48.34924094","16.75848485","","","Pat:43:5189","Level 0","2"
"at:43:5189:2","Bus","48.34939616","16.76005690","","","Pat:43:5189","Level 0",""
"at:43:5189:3","Zugang","48.34990958","16.75967961","","2","Pat:43:5189","Level -1",""
"at:43:5195:0:1","Weissenbach-Neuhaus Bahnhof","47.98421996","16.04647117","","","Pat:43:5195","Level 0","1"
"at:43:5195:0:5","Weissenbach-Neuhaus Bahnhof","47.98425604","16.04648016","","","Pat:43:5195","Level 0","2"
"at:43:5195:2","Bus","47.98376900","16.04553693","","","Pat:43:5195","Level 0",""
"at:43:5195:3","Zugang","47.98381711","16.04566269","","2","Pat:43:5195","Level 0",""
"at:43:5210:0:1","Wiener Neustadt Hauptbahnhof","47.81060564","16.23321295","","","Pat:43:5210","Level 1","6"
"at:43:5210:0:10","Wiener Neustadt Hauptbahnhof","47.81062374","16.23310516","","","Pat:43:5210","Level 1","7"
"at:43:5210:0:11","Wiener Neustadt Hauptbahnhof","47.81059357","16.23330279","","","Pat:43:5210","Level 1","5"
"at:43:5210:0:2","Wiener Neustadt Hauptbahnhof","47.81055737","16.23353635","","","Pat:43:5210","Level 1","3"
"at:43:5210:0:3","Wiener Neustadt Hauptbahnhof","47.81056944","16.23343753","","","Pat:43:5210","Level 1","4"
"at:43:5210:0:4","Wiener Neustadt Hauptbahnhof","47.81053324","16.23367109","","","Pat:43:5210","Level 1","2"
"at:43:5210:0:5","Wiener Neustadt Hauptbahnhof","47.81065993","16.23288058","","","Pat:43:5210","Level 1","9"
"at:43:5210:0:6","Wiener Neustadt Hauptbahnhof","47.81064184","16.23299736","","","Pat:43:5210","Level 1","8"
"at:43:5210:0:8","Wiener Neustadt Hauptbahnhof","47.81050911","16.23386872","","","Pat:43:5210","Level 1","21"
"at:43:5210:0:9","Wiener Neustadt Hauptbahnhof","47.81052118","16.23376093","","","Pat:43:5210","Level 1","1"
"at:43:5210:11","P+R (West)","47.81123306","16.23255718","","3","Pat:43:5210","Level 0",""
"at:43:5210:12","zu Haidbrunngasse","47.81138991","16.23284464","","2","Pat:43:5210","Level 0",""
"at:43:5210:13","B+R (Ost)","47.81228880","16.23440771","","3","Pat:43:5210","Level 0",""
"at:43:5210:14","SEV","47.81038242","16.23389567","","","Pat:43:5210","Level 0",""
"at:43:5210:2","Bus","47.81225864","16.23478501","","","Pat:43:5210","Level 0",""
"at:43:5210:3","Zugang Vorplatz","47.81168552","16.23460534","","2","Pat:43:5210","Level 0",""
"at:43:5210:4","Zwischengeschoß","47.81135975","16.23356330","","3","Pat:43:5210","Level -1",""
"at:43:5210:5","P+R (Ost)","47.80964639","16.23445263","","3","Pat:43:5210","Level 2",""
"at:43:5210:6","Zugang Zehnergass","47.81199320","16.23306024","","2","Pat:43:5210","Level 0",""
"at:43:5223:0:1","Wiener Neustadt Nord","47.83543127","16.23894421","","","Pat:43:5223","Level 1","1"
"at:43:5223:0:4","Wiener Neustadt Nord","47.83543730","16.23883641","","","Pat:43:5223","Level 1","2"
"at:43:5223:2","Bus","47.83465942","16.23807284","","","Pat:43:5223","Level 0",""
"at:43:5223:3","Zugang","47.83406846","16.23860285","","2","Pat:43:5223","Level 0",""
"at:43:5227:0:1","Wiener Neustadt Civitas Nova","47.83334483","16.25461981","","","Pat:43:5227","Level 1","1"
"at:43:5227:0:2","Wiener Neustadt Civitas Nova","47.83341116","16.25458387","","","Pat:43:5227","Level 1","2"
"at:43:5227:2","Bus","47.83420112","16.25638051","","","Pat:43:5227","Level 0",""
"at:43:5227:3","Zugang","47.83363428","16.25629966","","2","Pat:43:5227","Level 0",""
"at:43:5227:5","uf","47.83381519","16.25621881","","3","Pat:43:5227","Level -1",""
"at:43:5235:0:1","Wildungsmauer Bahnhof","48.10807779","16.80142432","","","Pat:43:5235","Level 0","1"
"at:43:5235:2","Bus","48.10807779","16.80286163","","","Pat:43:5235","Level 0",""
"at:43:5235:3","Zugang","48.10805980","16.80241247","","2","Pat:43:5235","Level 0",""
"at:43:5239:0:1","Wilfleinsdorf Bahnhof","48.02200221","16.71868050","","","Pat:43:5239","Level 0","1"
"at:43:5239:0:2","Wilfleinsdorf Bahnhof","48.02206830","16.71868050","","","Pat:43:5239","Level 0","2"
"at:43:5239:2","Bus","48.02178591","16.71966865","","","Pat:43:5239","Level 0",""
"at:43:5239:3","Zugang","48.02183999","16.71965966","","2","Pat:43:5239","Level 0",""
"at:43:5255:0:1","Wittmannsdorf Bahnhof","47.92027699","16.22046586","","","Pat:43:5255","Level 0","1"
"at:43:5255:0:2","Wittmannsdorf Bahnhof","47.92021679","16.22046586","","","Pat:43:5255","Level 0","2"
"at:43:5255:2","Bus","47.92066830","16.21931602","","","Pat:43:5255","Level 0",""
"at:43:5255:3","Zugang","47.92054188","16.21934297","","2","Pat:43:5255","Level 0",""
"at:43:5271:0:1","Wolfsthal","48.13550669","17.00644682","","","Pat:43:5271","Level 0","1"
"at:43:5271:0:3","Wolfsthal","48.13546473","17.00641089","","","Pat:43:5271","Level 0","2"
"at:43:5271:0:4","Wolfsthal","48.13542876","17.00638394","","","Pat:43:5271","Level 0","3"
"at:43:5271:2","Bus","48.13559062","17.00632105","","","Pat:43:5271","Level 0",""
"at:43:5271:3","Zugang","48.13589637","17.00598868","","2","Pat:43:5271","Level 0",""
"at:43:5271:4","P+R","48.13596831","17.00571918","","3","Pat:43:5271","Level 0",""
"at:43:5274:0:1","Wolkersdorf Bahnhof","48.37902303","16.51242731","","","Pat:43:5274","Level 0","1"
"at:43:5274:0:2","Wolkersdorf Bahnhof","48.37777002","16.51295732","","","Pat:43:5274","Level 0","2"
"at:43:5274:0:3","Wolkersdorf Bahnhof","48.37775212","16.51287647","","","Pat:43:5274","Level 0","3"
"at:43:5274:2","Bus","48.37865310","16.51315495","","","Pat:43:5274","Level 0",""
"at:43:5274:3","Zugang","48.37883210","16.51268782","","2","Pat:43:5274","Level 0",""
"at:43:5274:4","P+R","48.37800869","16.51124153","","3","Pat:43:5274","Level 0",""
"at:43:5274:5","West","48.37860536","16.51209493","","","Pat:43:5274","Level 0",""
"at:43:5274:7","zg","48.37866503","16.51243629","","3","Pat:43:5274","Level -1",""
"at:43:5301:0:1","Zeiselmauer-Königstetten Bhf.","48.32654354","16.17572976","","","Pat:43:5301","Level 0","1"
"at:43:5301:0:3","Zeiselmauer-Königstetten Bhf.","48.32660924","16.17573874","","","Pat:43:5301","Level 0","2"
"at:43:5301:2","Bus","48.32654951","16.17494822","","","Pat:43:5301","Level 0",""
"at:43:5301:3","Zugang","48.32665702","16.17457093","","2","Pat:43:5301","Level 0",""
"at:43:5301:4","P+R","48.32648381","16.17581061","","3","Pat:43:5301","Level 0",""
"at:43:5303:0:3","Zellerndorf Bahnhof","48.69497126","15.96840757","","","Pat:43:5303","Level 0","2"
"at:43:5303:2","Bus","48.69577174","15.96833571","","","Pat:43:5303","Level 0",""
"at:43:5303:3","Zugang","48.69615715","15.96803028","","2","Pat:43:5303","Level 0",""
"at:43:5303:4","P+R","48.69637653","15.96781469","","3","Pat:43:5303","Level 0",""
"at:43:5303:5","Zg","48.69593776","15.96791350","","3","Pat:43:5303","Level -1",""
"at:43:5304:0:1","Ziersdorf Bahnhof","48.52742840","15.92280909","","","Pat:43:5304","Level 0","1"
"at:43:5304:0:4","Ziersdorf Bahnhof","48.52738676","15.92275519","","","Pat:43:5304","Level 0","2"
"at:43:5304:2","Bus","48.52866582","15.92136280","","","Pat:43:5304","Level 0",""
"at:43:5304:3","Zugang","48.52842191","15.92163230","","2","Pat:43:5304","Level 0",""
"at:43:5304:4","P+R","48.52851114","15.92067110","","3","Pat:43:5304","Level 0",""
"at:43:5323:0:1","Zöbing Bahnhof","48.49068475","15.69381954","","","Pat:43:5323","Level 0","1"
"at:43:5323:2","Bus","48.49077405","15.69336140","","","Pat:43:5323","Level 0",""
"at:43:5323:3","Zugang","48.49113721","15.69336140","","2","Pat:43:5323","Level 0",""
"at:43:5759:0:1","Tullnerfeld Bahnhof","48.29500360","15.99621942","","","Pat:43:5759","Level 1","1"
"at:43:5759:0:2","Tullnerfeld Bahnhof","48.29541000","15.99626433","","","Pat:43:5759","Level 1","5"
"at:43:5759:0:6","Tullnerfeld Bahnhof","48.29530242","15.99622840","","","Pat:43:5759","Level 1","4"
"at:43:5759:0:7","Tullnerfeld Bahnhof","48.29525461","15.99622840","","","Pat:43:5759","Level 1","3"
"at:43:5759:0:8","Tullnerfeld Bahnhof","48.29503348","15.99622840","","","Pat:43:5759","Level 1","2"
"at:43:5759:10","ZG","48.29514106","15.99653383","","3","Pat:43:5759","Level 0",""
"at:43:5759:2","Bus","48.29459122","15.99621043","","","Pat:43:5759","Level 0",""
"at:43:5759:3","Zugang Süd","48.29483028","15.99651586","","2","Pat:43:5759","Level 0",""
"at:43:5759:4","P+R Süd","48.29438205","15.99736926","","3","Pat:43:5759","Level 0",""
"at:43:5759:5","P+R Nord","48.29588811","15.99656078","","3","Pat:43:5759","Level 0",""
"at:43:5759:6","B+R","48.29426252","15.99686620","","3","Pat:43:5759","Level 0",""
"at:43:5759:7","Zugang Nord","48.29546379","15.99655179","","2","Pat:43:5759","Level 0",""
"at:43:6003:0:1","Wiener Neustadt Anemonensee","47.81185444","16.21004540","","","Pat:43:6003","Level 0","1"
"at:43:6003:2","Bus","47.81178808","16.20965014","","","Pat:43:6003","Level 0",""
"at:43:6003:3","Zugang","47.81165536","16.21050354","","2","Pat:43:6003","Level 0",""
"at:43:7032:0:1","Bad Erlach Bahnhof","47.73131464","16.21132999","","","Pat:43:7032","Level 0","1"
"at:43:7032:0:4","Bad Erlach Bahnhof","47.73133276","16.21127609","","","Pat:43:7032","Level 0","2"
"at:43:7032:2","Bus","47.73194301","16.21286611","","","Pat:43:7032","Level 0",""
"at:43:7032:3","Zugang","47.73232366","16.21233611","","2","Pat:43:7032","Level 0",""
"at:43:7032:4","P+R","47.73196718","16.21205763","","3","Pat:43:7032","Level 0",""
"at:43:7033:0:1","Brunn an der Pitten Bahnhof","47.72255279","16.18830617","","","Pat:43:7033","Level 0","1"
"at:43:7033:2","Bus","47.72251653","16.18709345","","","Pat:43:7033","Level 0",""
"at:43:7034:0:1","Pitten Bahnhof","47.71712575","16.17956557","","","Pat:43:7034","Level 0","1"
"at:43:7034:0:3","Pitten Bahnhof","47.71713180","16.17953862","","","Pat:43:7034","Level 0","2"
"at:43:7034:2","Bus","47.71727685","16.17989794","","","Pat:43:7034","Level 0",""
"at:43:7034:3","Zugang","47.71734333","16.18001472","","2","Pat:43:7034","Level 0",""
"at:43:7035:0:1","Sautern-Schiltern Bahnhof","47.70750315","16.15673039","","","Pat:43:7035","Level 0","1"
"at:43:7035:2","Bus","47.70677776","16.15584106","","","Pat:43:7035","Level 0",""
"at:43:7035:3","SEV","47.70785376","16.15513139","","","Pat:43:7035","Level 0",""
"at:43:7036:0:1","Seebenstein Bahnhof","47.70345291","16.14299515","","","Pat:43:7036","Level 0","1"
"at:43:7036:0:3","Seebenstein Bahnhof","47.70347105","16.14296820","","","Pat:43:7036","Level 0","2"
"at:43:7036:2","Bus","47.70308414","16.14279752","","","Pat:43:7036","Level 0",""
"at:43:7037:0:1","Gleißenfeld Bahnhof","47.67731826","16.12924194","","","Pat:43:7037","Level 0","1"
"at:43:7037:2","Bus","47.67959241","16.12944856","","","Pat:43:7037","Level 0",""
"at:43:7037:3","zu","47.67696745","16.12932279","","2","Pat:43:7037","Level 0",""
"at:43:7038:0:2","Scheiblingkirchen-Warth Bhf.","47.66234631","16.13109247","","","Pat:43:7038","Level 0","1"
"at:43:7038:0:3","Scheiblingkirchen-Warth Bhf.","47.66235236","16.13102959","","","Pat:43:7038","Level 0","2"
"at:43:7038:2","Bus","47.66200750","16.13130807","","","Pat:43:7038","Level 0",""
"at:43:7038:3","Zugang","47.66209220","16.13114637","","2","Pat:43:7038","Level 0",""
"at:43:7039:0:1","Petersbaumgarten Bahnhof","47.63367893","16.13237706","","","Pat:43:7039","Level 0","1"
"at:43:7039:2","Bus","47.63370315","16.13220638","","","Pat:43:7039","Level 0",""
"at:43:7040:0:1","Edlitz-Grimmenstein Bahnhof","47.61767113","16.12817295","","","Pat:43:7040","Level 0","1"
"at:43:7040:0:3","Edlitz-Grimmenstein Bahnhof","47.61765902","16.12822685","","","Pat:43:7040","Level 0","2"
"at:43:7040:2","Bus","47.61685366","16.12751718","","","Pat:43:7040","Level 0",""
"at:43:7040:3","Zugang","47.61656905","16.12738243","","2","Pat:43:7040","Level 0",""
"at:43:7040:4","P+R","47.61628445","16.12727463","","3","Pat:43:7040","Level 0",""
"at:43:7041:0:1","Aspang Markt Bahnhof","47.56267814","16.09972330","","","Pat:43:7041","Level 0","1"
"at:43:7041:0:3","Aspang Markt Bahnhof","47.56156884","16.09908550","","","Pat:43:7041","Level 0","2"
"at:43:7041:0:4","Aspang Markt Bahnhof","47.56155066","16.09916635","","","Pat:43:7041","Level 0","3"
"at:43:7041:2","Bus","47.56238112","16.09903160","","","Pat:43:7041","Level 0",""
"at:43:7041:3","Zugang","47.56218714","16.09886990","","2","Pat:43:7041","Level 0",""
"at:43:7041:4","P+R","47.56212047","16.09886990","","3","Pat:43:7041","Level 0",""
"at:43:7041:5","B+R","47.56261146","16.09934601","","3","Pat:43:7041","Level 0",""
"at:43:7042:0:1","Ausschlag-Zöbern Bahnhof","47.53263997","16.08334702","","","Pat:43:7042","Level 0","1"
"at:43:7042:0:3","Ausschlag-Zöbern Bahnhof","47.53265816","16.08343685","","","Pat:43:7042","Level 0","2"
"at:43:7042:2","Bus","47.53244588","16.08175700","","","Pat:43:7042","Level 0",""
"at:43:7042:3","Zugang","47.53252473","16.08287989","","2","Pat:43:7042","Level 0",""
"at:43:7042:4","P+R","47.53270668","16.08307752","","3","Pat:43:7042","Level 0",""
"at:43:7057:0:1","Lanzenkirchen Bahnhof","47.75131029","16.24239374","","","Pat:43:7057","Level 0","1"
"at:43:7057:0:3","Lanzenkirchen Bahnhof","47.75131633","16.24233984","","","Pat:43:7057","Level 0","2"
"at:43:7057:2","Zugang","47.75034391","16.24251052","","2","Pat:43:7057","Level 0",""
"at:43:7057:3","Bus","47.75062778","16.24297764","","","Pat:43:7057","Level 0",""
"at:43:7091:0:3","Bad Fischau-Brunn Bahnhof","47.82660855","16.17359177","","","Pat:43:7091","Level 0","1"
"at:43:7091:0:4","Bad Fischau-Brunn Bahnhof","47.82655427","16.17352889","","","Pat:43:7091","Level 0","2"
"at:43:7091:0:5","Bad Fischau-Brunn Bahnhof","47.82652412","16.17349295","","","Pat:43:7091","Level 0","3"
"at:43:7091:2","Bus","47.82729006","16.17283718","","","Pat:43:7091","Level 0",""
"at:43:7091:4","B+R","47.82718753","16.17271142","","3","Pat:43:7091","Level 0",""
"at:43:7092:0:1","Bad Fischau Bahnhof","47.83129449","16.17132801","","","Pat:43:7092","Level 0","1"
"at:43:7092:2","Bus","47.83124021","16.17103157","","","Pat:43:7092","Level 0",""
"at:43:7093:0:1","Feuerwerksanstalt Bahnhof","47.84891874","16.18935720","","","Pat:43:7093","Level 0","1"
"at:43:7093:0:2","Feuerwerksanstalt Bahnhof","47.84891874","16.18930330","","","Pat:43:7093","Level 0","2"
"at:43:7093:2","Bus","47.84930456","16.19101010","","","Pat:43:7093","Level 0",""
"at:43:7094:0:1","Wöllersdorf Bahnhof","47.86130580","16.17856844","","","Pat:43:7094","Level 0","1"
"at:43:7094:0:2","Wöllersdorf Bahnhof","47.86127566","16.17853250","","","Pat:43:7094","Level 0","2"
"at:43:7094:2","Bus","47.86123348","16.17793961","","","Pat:43:7094","Level 0",""
"at:43:7094:3","Zugang","47.86168550","16.17805640","","2","Pat:43:7094","Level 0",""
"at:43:7096:0:1","Dreistetten Bahnhof","47.87236425","16.11073665","","","Pat:43:7096","Level 0","1"
"at:43:7096:2","Zugang","47.87247874","16.11050309","","2","Pat:43:7096","Level 0",""
"at:43:7096:3","Bus","47.87257515","16.11032342","","","Pat:43:7096","Level 0",""
"at:43:7097:0:1","Oberpiesting Bahnhof","47.87443707","16.09707327","","","Pat:43:7097","Level 0","1"
"at:43:7097:0:4","Oberpiesting Bahnhof","47.87446719","16.09705531","","","Pat:43:7097","Level 0","2"
"at:43:7097:2","Bus","47.87450335","16.09795362","","","Pat:43:7097","Level 0",""
"at:43:7097:3","zugang","47.87459976","16.09809735","","2","Pat:43:7097","Level 0",""
"at:43:7098:0:1","Wopfing Bahnhof","47.87369592","16.07709474","","","Pat:43:7098","Level 0","1"
"at:43:7098:2","Bus","47.87444309","16.07899917","","","Pat:43:7098","Level 0",""
"at:43:7098:3","Zugang","47.87400925","16.07784034","","2","Pat:43:7098","Level 0",""
"at:43:7099:0:1","Waldegg Bahnhof","47.86891740","16.05826605","","","Pat:43:7099","Level 0","1"
"at:43:7099:0:2","Waldegg Bahnhof","47.86887522","16.05828402","","","Pat:43:7099","Level 0","2"
"at:43:7099:2","Bus","47.86915844","16.05917335","","","Pat:43:7099","Level 0",""
"at:43:7099:3","SEV","47.86942359","16.05932606","","","Pat:43:7099","Level 0",""
"at:43:7100:0:1","Oed/Piesting Bahnhof","47.87878128","16.02700468","","","Pat:43:7100","Level 0","1"
"at:43:7100:0:2","Oed/Piesting Bahnhof","47.87874513","16.02701366","","","Pat:43:7100","Level 0","2"
"at:43:7100:2","Bus","47.87894998","16.02493856","","","Pat:43:7100","Level 0",""
"at:43:7101:0:1","Miesenbach-Waidmannsfeld Bhf.","47.87755819","16.00527443","","","Pat:43:7101","Level 0","1"
"at:43:7101:2","Bus","47.87725091","16.00485223","","","Pat:43:7101","Level 0",""
"at:43:7101:3","Zugang","47.87742564","16.00556189","","2","Pat:43:7101","Level 0",""
"at:43:7101:4","P+R","47.87745576","16.00509477","","3","Pat:43:7101","Level 0",""
"at:43:7102:0:1","Pernitz Ortmann Bahnhof","47.89348023","15.97916939","","","Pat:43:7102","Level 0","1"
"at:43:7102:2","Bus","47.89340795","15.97965448","","","Pat:43:7102","Level 0",""
"at:43:7102:3","Zugang","47.89329351","15.97970838","","2","Pat:43:7102","Level 0",""
"at:43:7104:0:1","Pernitz-Muggendorf Bahnhof","47.89579915","15.95766372","","","Pat:43:7104","Level 0","1"
"at:43:7104:0:4","Pernitz-Muggendorf Bahnhof","47.89576301","15.95769067","","","Pat:43:7104","Level 0","2"
"at:43:7104:2","Bus","47.89601598","15.95808593","","","Pat:43:7104","Level 0",""
"at:43:7104:3","Zugang","47.89608825","15.95819373","","2","Pat:43:7104","Level 0",""
"at:43:7104:4","P+R","47.89626292","15.95905611","","3","Pat:43:7104","Level 0",""
"at:43:7105:0:1","Gutenstein Bahnhof","47.87707015","15.91099624","","","Pat:43:7105","Level 0","1"
"at:43:7105:0:3","Gutenstein Bahnhof","47.87703400","15.91105014","","","Pat:43:7105","Level 0","2"
"at:43:7105:2","Bus","47.87684119","15.90999911","","","Pat:43:7105","Level 0",""
"at:43:7105:3","Zugang","47.87643147","15.90965776","","2","Pat:43:7105","Level 0",""
"at:43:7105:4","B+R","47.87714245","15.91080760","","3","Pat:43:7105","Level 0",""
"at:43:7106:0:1","Wöllersdorf Marchgraben Bf","47.86512078","16.16460862","","","Pat:43:7106","Level 0","1"
"at:43:7106:2","Zugang","47.86479534","16.16547100","","2","Pat:43:7106","Level 0",""
"at:43:7108:0:1","Waldegg-Dürnbach Bahnhof","47.86758560","16.05143886","","","Pat:43:7108","Level 0","1"
"at:43:7108:2","Zugang","47.86746507","16.05108851","","2","Pat:43:7108","Level 0",""
"at:43:7108:3","Bus","47.86742289","16.05132208","","","Pat:43:7108","Level 0",""
"at:43:7109:0:1","Markt Piesting Bahnhof","47.87483475","16.12510071","","","Pat:43:7109","Level 0","1"
"at:43:7109:0:4","Markt Piesting Bahnhof","47.87487693","16.12507376","","","Pat:43:7109","Level 0","2"
"at:43:7109:2","Bus","47.87447322","16.12455274","","","Pat:43:7109","Level 0",""
"at:43:7109:3","Zugang","47.87455758","16.12451680","","2","Pat:43:7109","Level 0",""
"at:43:7110:0:1","Piesting Harzwerk","47.87644955","16.13604219","","","Pat:43:7110","Level 0","1"
"at:43:7110:2","Bus","47.87632302","16.13564693","","","Pat:43:7110","Level 0",""
"at:43:7110:3","Zugang","47.87640135","16.13597931","","2","Pat:43:7110","Level 0",""
"at:43:7112:0:1","Winzendorf Bahnhof","47.81079869","16.11141038","","","Pat:43:7112","Level 0","1"
